Gen1;Gen2;Gen3;Gen4;Gen5;Gen6;Gen7;Gen8;Gen9;Gen10;Gen11;Gen12;Wert
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 182,000; 184,000; 183,000; 260,000; 208,000; 184,000;1603,95332
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 182,000; 184,000; 183,000; 260,000; 208,000; 186,000;1604,03283
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 182,000; 184,000; 183,000; 260,000; 208,000; 188,000;1604,11234
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 182,000; 184,000; 183,000; 260,000; 208,000; 190,000;1604,19185
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 182,000; 185,000; 183,000; 260,000; 208,000; 186,000;1609,05188
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 182,000; 185,000; 183,000; 260,000; 208,000; 188,000;1609,13139
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 182,000; 185,000; 183,000; 260,000; 208,000; 190,000;1609,21089
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 186,000; 184,000; 183,000; 260,000; 208,000; 186,000;1611,36616
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 186,000; 184,000; 183,000; 260,000; 208,000; 188,000;1611,44567
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 186,000; 185,000; 183,000; 260,000; 208,000; 186,000;1612,38521
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 186,000; 185,000; 183,000; 260,000; 208,000; 188,000;1612,46472
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 186,000; 185,000; 183,000; 260,000; 208,000; 190,000;1612,54423
83,000; 142,000; 167,000; 172,000; 184,000; 183,000; 186,000; 184,000; 183,000; 260,000; 208,000; 184,000;1612,88665
83,000; 142,000; 167,000; 172,000; 184,000; 180,000; 182,000; 184,000; 183,000; 260,000; 208,000; 184,000;1612,95332
83,000; 142,000; 167,000; 172,000; 184,000; 180,000; 182,000; 184,000; 183,000; 260,000; 208,000; 186,000;1613,03283
83,000; 142,000; 167,000; 172,000; 184,000; 180,000; 182,000; 184,000; 183,000; 260,000; 208,000; 188,000;1613,11234
83,000; 142,000; 167,000; 172,000; 184,000; 179,000; 182,000; 184,000; 183,000; 260,000; 208,000; 184,000;1617,28665
83,000; 142,000; 167,000; 172,000; 184,000; 179,000; 182,000; 184,000; 183,000; 260,000; 208,000; 186,000;1617,36616
83,000; 142,000; 167,000; 172,000; 184,000; 179,000; 182,000; 184,000; 183,000; 260,000; 208,000; 188,000;1617,44567
83,000; 142,000; 167,000; 172,000; 184,000; 179,000; 182,000; 184,000; 183,000; 260,000; 208,000; 190,000;1617,52518
